ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1213,6212,5424390,6212,6771200
1213,6212,5424390,6212,6772200
1213,6212,5424390,6212,6772200
1213,6212,5424390,6212,6773200
1213,6212,5424390,6212,6773670
1213,6212,5424390,6212,6774130
1213,6212,5424390,6212,6775130
1213,6212,5424390,6212,6776130
1213,6212,5424390,6212,6776130
1213,6212,5424390,6212,6777130
1213,6212,5424390,6212,6778130
1213,6212,5424620,6212,6778360
1213,6212,5424620,6212,6779170
1213,6212,5424620,6212,6780170
1213,6212,5424620,6212,6781170
1213,6212,5424620,6212,6781170
1213,6212,5425210,6212,6781760
1213,6212,5425210,6212,6782760
1213,6212,5425210,6212,6783570
1213,6212,5425210,6212,6784040
1213,6212,5425210,6212,6784850
1213,6212,5425210,6212,6785850
1213,6212,5425210,6212,6785850
1213,6212,5425210,6212,6786500
1213,6212,5425210,6212,6787500
1213,6212,5425210,6212,6788500
1213,6212,5425210,6212,6789500
1213,6212,5425210,6212,6790150
1213,6212,5425580,6212,6790520
1213,6212,5425580,6212,6791520
1213,6212,5425900,6212,6791840
1213,6212,5425900,6212,6792310
1213,6212,5425900,6212,6793310
1213,6212,5425900,6212,6794310
1213,6212,5425900,6212,6795310
1213,6212,5425900,6212,6795310
1213,6212,5425900,6212,6796310
1213,6212,5425900,6212,6797310
1213,6212,5425900,6212,6797310
1213,6212,5425900,6212,6798310
1213,6212,5425900,6212,6799310
1213,6212,5425900,6212,6800120
1213,6212,5425900,6212,6800120
1213,6212,5425900,6212,6801120
1213,6212,5425900,6212,6802120
1213,6212,5425900,6212,6802770
1213,6212,5425900,6212,6803770
1213,6212,5425900,6212,6804580
1213,6212,5425900,6212,6805580
1213,6212,5425900,6212,6805580
1213,6212,5425900,6212,6806130
1213,6212,5425900,6212,6807130
1213,6212,5425900,6212,6807130
1213,6212,5425900,6212,6807130
1213,6212,5425900,6212,6807600
1213,6212,5425900,6212,6808600
1213,6212,5425900,6212,6809410
1213,6212,5425900,6212,6810410
1213,6212,5425900,6212,6811410
1213,6212,5425900,6212,6811410
1213,6212,5425900,6212,6812220
1213,6212,5425900,6212,6813220
1213,6212,5425900,6212,6814220
1213,6212,5425900,6212,6815220
1213,6212,5426060,6212,6815380
1213,6212,5426060,6212,6816380
1213,6212,5426060,6212,6816380
1213,6212,5426060,6212,6817190
1213,6212,5426060,6212,6818190
1213,6212,5426060,6212,6819000
1213,6212,5426060,6212,6820000
1213,6212,5426060,6212,6821000
1213,6212,5426060,6212,6821810
1213,6212,5426060,6212,6822810
1213,6212,5426060,6212,6823270
1213,6212,5426060,6212,6823740
1213,6212,5426380,6212,6824060
1213,6212,5426380,6212,6825060
1213,6212,5426380,6212,6826060
1213,6212,5426380,6212,6827060
1213,6212,5426380,6212,6827870
1213,6212,5426730,6212,6828220
1213,6212,5426730,6212,6829220
1213,6212,5426730,6212,6830220
1213,6212,5426730,6212,6831220
1213,6212,5426730,6212,6831680
1213,6212,5426730,6212,6832490
1213,6212,5426730,6212,6832960
1213,6212,5426730,6212,6833430
1213,6212,5426730,6212,6833430
1213,6212,5426730,6212,6833430
1213,6212,5426730,6212,6834240
1213,6212,5426730,6212,6834240
1213,6212,5426730,6212,6835050
1213,6212,5426730,6212,6835860
1213,6212,5426730,6212,6836330
1213,6212,5426730,6212,6837330
1213,6212,5426730,6212,6838330
1213,6212,5426730,6212,6839330
1213,6212,5426730,6212,6840330
1213,6212,5426730,6212,6840800
1213,6212,5426730,6212,6841800
1213,6212,5426730,6212,6842800
1213,6212,5426730,6212,6843270
1213,6212,5426730,6212,6844270
1213,6212,5426730,6212,6845270
1213,6212,5426730,6212,6846270
1213,6212,5426960,6212,6846500
1213,6212,5426960,6212,6847310
1213,6212,5426960,6212,6848310
1213,6212,5426960,6212,6849120
1213,6212,5426960,6212,6849770
1213,6212,5426960,6212,6850770
1213,6212,5426960,6212,6851580
1213,6212,5426960,6212,6851580
1213,6212,5426960,6212,6852050
1213,6212,5426960,6212,6852520
1213,6212,5426960,6212,6852520
1213,6212,5426960,6212,6852990
1213,6212,5426960,6212,6853460
1213,6212,5426960,6212,6854270
1213,6212,5427190,6212,6854500
1213,6212,5427190,6212,6855310
1213,6212,5427190,6212,6856310
1213,6212,5427190,6212,6857310
1213,6212,5427190,6212,6857310
1213,6212,5427190,6212,6857310
1213,6212,5427190,6212,6858310
1213,6212,5427190,6212,6858310
1213,6212,5427190,6212,6859120
1213,6212,5427190,6212,6860120
1213,6212,5427240,6212,6860170
1213,6212,5427240,6212,6860640
1213,6212,5427240,6212,6861640
1213,6212,5427240,6212,6861640
1213,6212,5427240,6212,6862450
1213,6212,5427240,6212,6863450
1213,6212,5427240,6212,6864450
1213,6212,5427240,6212,6865450
1213,6212,5427240,6212,6866100
1213,6212,5427400,6212,6866260
1213,6212,5427400,6212,6867070
1213,6212,5427880,6212,6867550
1213,6212,5427880,6212,6868550
1213,6212,5427880,6212,6869550
1213,6212,5427880,6212,6870550
1213,6212,5427880,6212,6871360
1213,6212,5428880,6212,6872360
1213,6212,5428880,6212,6873170
1213,6212,5428880,6212,6874170
1213,6212,5428880,6212,6874170
1213,6212,5428880,6212,6874980
1213,6212,5428880,6212,6875790
1213,6212,5428880,6212,6876790
1213,6212,5428880,6212,6877250
1213,6212,5428880,6212,6877250
1213,6212,5428880,6212,6877900
1213,6212,5428880,6212,6878900
1213,6212,5428880,6212,6879900
1213,6212,5428880,6212,6880900
1213,6212,5428880,6212,6881900
1213,6212,5428880,6212,6882900
1213,6212,5429470,6212,6883490
1213,6212,5429470,6212,6884490
1213,6212,5429470,6212,6885490
1213,6212,5429470,6212,6886490
1213,6212,5429630,6212,6886650
1213,6212,5429860,6212,6886880
1213,6212,5429860,6212,6887350
1213,6212,5429860,6212,6888350
1213,6212,5429860,6212,6889160
1213,6212,5429860,6212,6889160
1213,6212,5429860,6212,6890160
1213,6212,5429860,6212,6890970
1213,6212,5429860,6212,6891440
1213,6212,5429860,6212,6892250
1213,6212,5429860,6212,6892250
1213,6212,5430020,6212,6892410
1213,6212,5430020,6212,6893410
1213,6212,5430020,6212,6894410
1213,6212,5430020,6212,6895410
1213,6212,5430020,6212,6896410
1213,6212,5430020,6212,6896880
1213,6212,5430020,6212,6897530
1213,6212,5430020,6212,6898530
1213,6212,5430020,6212,6899530
1213,6212,5430020,6212,6900340
1213,6212,5430020,6212,6901340
1213,6212,5430020,6212,6901810
1213,6212,5430020,6212,6902810
1213,6212,5430250,6212,6903040
1213,6212,5430250,6212,6903040
1213,6212,5430250,6212,6903040
1213,6212,5430250,6212,6904040
1213,6212,5430250,6212,6905040
1213,6212,5430250,6212,6905850
1213,6212,5430250,6212,6906850
1213,6212,5430250,6212,6906850
1213,6212,5430250,6212,6907320
1213,6212,5430250,6212,6908320
1213,6212,5430250,6212,6908790
1213,6212,5430410,6212,6908950
1213,6212,5430410,6212,6909950
1213,6212,5430410,6212,6909950
1213,6212,5430640,6212,6910180
1213,6212,5430640,6212,6910990
1213,6212,5430640,6212,6911990
1213,6212,5430640,6212,6912990
1213,6212,5430640,6212,6913990
1213,6212,5430640,6212,6914990
1213,6212,5430640,6212,6915990
1213,6212,5430640,6212,6916990
1213,6212,5430640,6212,6917990
1213,6212,5430640,6212,6918990
1213,6212,5430640,6212,6919990
1213,6212,5430640,6212,6920990
1213,6212,5430960,6212,6921310
1213,6212,5430960,6212,6922310
1213,6212,5430960,6212,6923310
1213,6212,5430960,6212,6924120
1213,6212,5430960,6212,6924120
1213,6212,5430960,6212,6925120
1213,6212,5430960,6212,6926120
1213,6212,5430960,6212,6927120
1213,6212,5430960,6212,6928120
1213,6212,5430960,6212,6929120
1213,6212,5430960,6212,6929120
1213,6212,5430960,6212,6930120
1213,6212,5430960,6212,6931120
1213,6212,5430960,6212,6932120
1213,6212,5430960,6212,6932590
1213,6212,5430960,6212,6933240
1213,6212,5430960,6212,6934240
1213,6212,5431120,6212,6934400
1213,6212,5431120,6212,6934400
1213,6212,5431120,6212,6935400
1213,6212,5431120,6212,6936210
1213,6212,5431120,6212,6937210
1213,6212,5431120,6212,6938020
1213,6212,5431120,6212,6938670
1213,6212,5431120,6212,6939670
1213,6212,5431120,6212,6940480
1213,6212,5431120,6212,6940950
1213,6212,5431120,6212,6941760
1213,6212,5431710,6212,6942350
1213,6212,5431710,6212,6943350
1213,6212,5431710,6212,6943900
1213,6212,5431710,6212,6944900
1213,6212,5431710,6212,6945900
1213,6212,5431710,6212,6946900
1213,6212,5431710,6212,6947900
1213,6212,5431710,6212,6947900
1213,6212,5431710,6212,6948900
1213,6212,5431710,6212,6949900
1213,6212,5431710,6212,6950900
1213,6212,5431710,6212,6951900
1213,6212,5431710,6212,6952900
1213,6212,5432030,6212,6953220
1213,6212,5432030,6212,6953220
1213,6212,5432030,6212,6954220
1213,6212,5432030,6212,6954690
1213,6212,5432030,6212,6955690
1213,6212,5432030,6212,6955690
1213,6212,5432030,6212,6956690
1213,6212,5432030,6212,6957690
1213,6212,5432030,6212,6957690
1213,6212,5432030,6212,6958690
1213,6212,5432030,6212,6959500
1213,6212,5432030,6212,6960500
1213,6212,5432030,6212,6961500
1213,6212,5432030,6212,6962310
1213,6212,5432030,6212,6963120
1213,6212,5432030,6212,6963930
1213,6212,5432030,6212,6964390
1213,6212,5432030,6212,6965200
1213,6212,5432030,6212,6965200
1213,6212,5432030,6212,6966010
1213,6212,5432030,6212,6966480
1213,6212,5432030,6212,6967130
1213,6212,5432030,6212,6968130
1213,6212,5432030,6212,6968130
1213,6212,5432030,6212,6969130
1213,6212,5432030,6212,6969940
1213,6212,5432030,6212,6970940
1213,6212,5432030,6212,6971410
1213,6212,5432030,6212,6972410
1213,6212,5432030,6212,6973220
1213,6212,5432030,6212,6974220
1213,6212,5432030,6212,6975220
1213,6212,5432030,6212,6976220
1213,6212,5432030,6212,6977220
1213,6212,5432030,6212,6978220
1213,6212,5432030,6212,6978220
1213,6212,5432030,6212,6978870
1213,6212,5432030,6212,6979870
1213,6212,5432030,6212,6980520
1213,6212,5432260,6212,6980750
1213,6212,5432260,6212,6981220
1213,6212,5432260,6212,6981690
1213,6212,5432260,6212,6981690
1213,6212,5432260,6212,6981690
1213,6212,5432260,6212,6982690
1213,6212,5432580,6212,6983010
1213,6212,5432580,6212,6984010
1213,6212,5432580,6212,6984820
1213,6212,5432810,6212,6985050
1213,6212,5433040,6212,6985280
1213,6212,5433040,6212,6985930
1213,6212,5433040,6212,6986930
1213,6212,5433040,6212,6986930
1213,6212,5433040,6212,6987740
1213,6212,5433360,6212,6988060
1213,6212,5433360,6212,6988530
1213,6212,5433360,6212,6989530
1213,6212,5433360,6212,6990000
1213,6212,5433360,6212,6990810
1213,6212,5433360,6212,6990810
1213,6212,5433680,6212,6991130
1213,6212,5433680,6212,6992130
1213,6212,5433680,6212,6993130
1213,6212,5434000,6212,6993450
1213,6212,5434000,6212,6994260
1213,6212,5434000,6212,6995260
1213,6212,5434000,6212,6996260
1213,6212,5434000,6212,6996260
1213,6212,5434000,6212,7004260
1213,6212,5434000,6212,7005070
1213,6212,5434000,6212,7005880
1213,6212,5434000,6212,7006430
1213,6212,5434000,6212,7007240
1213,6212,5434000,6212,7008240
1213,6212,5434000,6212,7008240
1213,6212,5434000,6212,7009240
1213,6212,5434000,6212,7010050
1213,6212,5434160,6212,7010210
1213,6212,5434160,6212,7011020
1213,6212,5434160,6212,7012020
1213,6212,5434160,6212,7012830
1213,6212,5434390,6212,7013060
1213,6212,5434390,6212,7013870
1213,6212,5434390,6212,7014340
1213,6212,5434390,6212,7015340
1213,6212,5434390,6212,7016150
1213,6212,5434390,6212,7017150
1213,6212,5434390,6212,7018150
1213,6212,5434390,6212,7019150
1213,6212,5434390,6212,7019150
1213,6212,5434390,6212,7019960
1213,6212,5434390,6212,7020770
1213,6212,5434390,6212,7021580
1213,6212,5434390,6212,7022580
1213,6212,5434390,6212,7023580
1213,6212,5434390,6212,7024230
1213,6212,5434390,6212,7025230
1213,6212,5434390,6212,7026040
1213,6212,5434390,6212,7027040
1213,6212,5434390,6212,7028040
1213,6212,5434390,6212,7028850
1213,6212,5434390,6212,7029850
1213,6212,5434390,6212,7030850
1213,6212,5434390,6212,7031850
1213,6212,5434390,6212,7032850
1213,6212,5434390,6212,7040850
1213,6212,5434390,6212,7041850
1213,6212,5434390,6212,7042850
1213,6212,5434390,6212,7043850
1213,6212,5434620,6212,7044080
1213,6212,5434620,6212,7045080
1213,6212,5435210,6212,7045670
1213,6212,5435210,6212,7046670
1213,6212,5435210,6212,7047670
1213,6212,5435210,6212,7048670
1213,6212,5435210,6212,7049670
1213,6212,5435210,6212,7050140
1213,6212,5435210,6212,7050610
1213,6212,5435210,6212,7051420
1213,6212,5435210,6212,7052420
1213,6212,5435210,6212,7053420
1213,6212,5435210,6212,7054420
1213,6212,5435210,6212,7054420
1213,6212,5435210,6212,7054420
1213,6212,5435530,6212,7054740
1213,6212,5435760,6212,7054970
1213,6212,5436080,6212,7055290
1213,6212,5436080,6212,7056290
1213,6212,5436080,6212,7057290
1213,6212,5436080,6212,7058290
1213,6212,5436080,6212,7058290
1213,6212,5436080,6212,7059100
1213,6212,5436080,6212,7060100
1213,6212,5436080,6212,7061100
1213,6212,5436080,6212,7061910
1213,6212,5436080,6212,7062910
1213,6212,5436080,6212,7063380
1213,6212,5436080,6212,7064380
1213,6212,5436080,6212,7065380
1213,6212,5436080,6212,7066380
1213,6212,5436520,6212,7066820
1213,6212,5436520,6212,7067820
1213,6212,5436520,6212,7068820
1213,6212,5436520,6212,7069820
1213,6212,5436520,6212,7069820
1213,6212,5436520,6212,7070630
1213,6212,5436520,6212,7071090
1213,6212,5436520,6212,7071900
1213,6212,5436520,6212,7072550
1213,6212,5436520,6212,7073200
1213,6212,5436520,6212,7074200
1213,6212,5436520,6212,7075200
1213,6212,5436520,6212,7076010
1213,6212,5436520,6212,7077010
1213,6212,5436520,6212,7077480
1213,6212,5436520,6212,7078480
1213,6212,5436520,6212,7079480
1213,6212,5436520,6212,7080290
1213,6212,5436520,6212,7080760
1213,6212,5436520,6212,7080760
1213,6212,5436520,6212,7081760
1213,6212,5436520,6212,7082760
1213,6212,5436840,6212,7083080
1213,6212,5436840,6212,7084080
1213,6212,5436840,6212,7085080
1213,6212,5437000,6212,7085240
1213,6212,5437000,6212,7086240
1213,6212,5437000,6212,7086710
1213,6212,5437000,6212,7087520
1213,6212,5437000,6212,7088520
1213,6212,5437160,6212,7088680
1213,6212,5437160,6212,7089150
1213,6212,5437160,6212,7090150
1213,6212,5437160,6212,7090960
1213,6212,5437480,6212,7091280
1213,6212,5437480,6212,7091280
1213,6212,5437480,6212,7092280
1213,6212,5437480,6212,7092750
1213,6212,5437480,6212,7093750
1213,6212,5437480,6212,7094750
1213,6212,5437480,6212,7094750
1213,6212,5437480,6212,7095560
1213,6212,5437480,6212,7096030
1213,6212,5437480,6212,7097030
1213,6212,5437480,6212,7098030
1213,6212,5437480,6212,7099030
1213,6212,5437480,6212,7099500
1213,6212,5437480,6212,7099500
1213,6212,5437480,6212,7100500
1213,6212,5437480,6212,7101500
1213,6212,5437480,6212,7102500
1213,6212,5437480,6212,7102970
1213,6212,5437480,6212,7103780
1213,6212,5437480,6212,7103780
1213,6212,5437480,6212,7104780
1213,6212,5437480,6212,7105590
1213,6212,5437480,6212,7106590
1213,6212,5437480,6212,7107590
1213,6212,5437480,6212,7107590
1213,6212,5437480,6212,7108180
1213,6212,5437480,6212,7108180
1213,6212,5437480,6212,7109180
1213,6212,5437480,6212,7110180
1213,6212,5437480,6212,7110730
1213,6212,5437480,6212,7111730
1213,6212,5437480,6212,7111730
1213,6212,5437480,6212,7112730
1213,6212,5437480,6212,7113730
1213,6212,5437480,6212,7114730
1213,6212,5437480,6212,7115730
1213,6212,5437480,6212,7116730
1213,6212,5437480,6212,7117730
1213,6212,5437480,6212,7125730
1213,6212,5437480,6212,7126730
1213,6212,5437800,6212,7127050
1213,6212,5437800,6212,7127050
1213,6212,5437800,6212,7127860
1213,6212,5437800,6212,7127860
1213,6212,5437800,6212,7127860
1213,6212,5437800,6212,7128670
1213,6212,5438120,6212,7128990
1213,6212,5438120,6212,7129990
1213,6212,5438120,6212,7130990
1213,6212,5438120,6212,7130990
1213,6212,5438120,6212,7131990
1213,6212,5438120,6212,7132990
1213,6212,5438120,6212,7133990
1213,6212,5438120,6212,7134990
1213,6212,5438340,6212,7135210
1213,6212,5438340,6212,7136020
1213,6212,5438340,6212,7136490
1213,6212,5438340,6212,7136490
1213,6212,5438340,6212,7137490
1213,6212,5438340,6212,7137490
1213,6212,5438340,6212,7138490
1213,6212,5438340,6212,7138960
1213,6212,5438340,6212,7139960
1213,6212,5438340,6212,7147960
1213,6212,5438340,6212,7148960
1213,6212,5438340,6212,7149770
1213,6212,5438340,6212,7150770
1213,6212,5438340,6212,7151320
1213,6212,5438340,6212,7152320
1213,6212,5438340,6212,7153130
1213,6212,5438340,6212,7154130
1213,6212,5438340,6212,7155130
1213,6212,5438340,6212,7156130
1213,6212,5438340,6212,7156130
1213,6212,5438340,6212,7156130
1213,6212,5438340,6212,7157130
1213,6212,5438340,6212,7158130
1213,6212,5438670,6212,7158460
1213,6212,5438670,6212,7159270
1213,6212,5438670,6212,7159730
1213,6212,5438670,6212,7160540
1213,6212,5438670,6212,7161540
1213,6212,5438670,6212,7162010
1213,6212,5438670,6212,7163010
1213,6212,5438670,6212,7164010
1213,6212,5438670,6212,7164820
1213,6212,5438670,6212,7165820
1213,6212,5438670,6212,7166370
1213,6212,5438670,6212,7167370
1213,6212,5438670,6212,7167920
1213,6212,5438670,6212,7168570
1213,6212,5438670,6212,7169570
1213,6212,5438990,6212,7169890
1213,6212,5438990,6212,7170890
1213,6212,5438990,6212,7171360
1213,6212,5438990,6212,7172360
1213,6212,5438990,6212,7172360
1213,6212,5438990,6212,7173360
1213,6212,5438990,6212,7173830
1213,6212,5438990,6212,7174480
1213,6212,5438990,6212,7175480
1213,6212,5438990,6212,7176130
1213,6212,5439310,6212,7176450
1213,6212,5439310,6212,7176920
1213,6212,5439310,6212,7177920
1213,6212,5439310,6212,7178920
1213,6212,5439310,6212,7179920
1213,6212,5439310,6212,7180390
1213,6212,5439310,6212,7181390
1213,6212,5439310,6212,7182200
1213,6212,5439310,6212,7182670
1213,6212,5439310,6212,7183670
1213,6212,5439310,6212,7184260
1213,6212,5439310,6212,7185070
1213,6212,5439310,6212,7185070
1213,6212,5439310,6212,7186070
1213,6212,5439310,6212,7186880
1213,6212,5439310,6212,7187430
1213,6212,5439310,6212,7187900
1213,6212,5439310,6212,7188550
1213,6212,5439310,6212,7189550
1213,6212,5439310,6212,7190550
1213,6212,5439310,6212,7190550
1213,6212,5439310,6212,7191200
1213,6212,5439640,6212,7191530
1213,6212,5439640,6212,7192000
1213,6212,5439640,6212,7193000
1213,6212,5439640,6212,7193460
1213,6212,5439640,6212,7194460
1213,6212,5439640,6212,7194460
1213,6212,5439640,6212,7195460
1213,6212,5439640,6212,7196460
1213,6212,5439640,6212,7196460
1213,6212,5439640,6212,7197270
1213,6212,5439640,6212,7198270
1213,6212,5439640,6212,7198740
1213,6212,5439640,6212,7199550
1213,6212,5439640,6212,7199550
1213,6212,5439640,6212,7199550
1213,6212,5439640,6212,7200550
1213,6212,5439960,6212,7200870
1213,6212,5439960,6212,7201340
1213,6212,5439960,6212,7202340
1213,6212,5439960,6212,7202340
1213,6212,5439960,6212,7203340
1213,6212,5439960,6212,7204150
1213,6212,5439960,6212,7205150
1213,6212,5440190,6212,7205380
1213,6212,5440420,6212,7205610
1213,6212,5440420,6212,7206610
1213,6212,5440420,6212,7207080
1213,6212,5440420,6212,7208080
1213,6212,5440420,6212,7209080
1213,6212,5440420,6212,7209630
1213,6212,5440420,6212,7210180
1213,6212,5440420,6212,7211180
1213,6212,5440420,6212,7211180
1213,6212,5440420,6212,7212180
1213,6212,5440420,6212,7213180
1213,6212,5440420,6212,7213990
1213,6212,5440420,6212,7214460
1213,6212,5440420,6212,7215110
1213,6212,5440420,6212,7215760
1213,6212,5440420,6212,7216760
1213,6212,5440420,6212,7217760
1213,6212,5440740,6212,7218080
1213,6212,5440740,6212,7219080
1213,6212,5440740,6212,7219890
1213,6212,5440740,6212,7220890
1213,6212,5440740,6212,7220890
1213,6212,5440740,6212,7221360
1213,6212,5440740,6212,7222360
1213,6212,5441060,6212,7222680
1213,6212,5441060,6212,7223680
1213,6212,5441060,6212,7224680
1213,6212,5441060,6212,7225680
1213,6212,5441060,6212,7226680
1213,6212,5441170,6212,7226790
1213,6212,5441170,6212,7226790
1213,6212,5441170,6212,7227790
1213,6212,5441170,6212,7228790
1213,6212,5441170,6212,7229260
1213,6212,5441170,6212,7230260
1213,6212,5441170,6212,7231260
1213,6212,5441170,6212,7232070
1213,6212,5441170,6212,7232880
1213,6212,5441170,6212,7233880
1213,6212,5441170,6212,7234880
1213,6212,5441170,6212,7235880
1213,6212,5441170,6212,7236470
1213,6212,5441170,6212,7237280
1213,6212,5441170,6212,7238280
1213,6212,5441170,6212,7239280
1213,6212,5441170,6212,7240280
1213,6212,5441170,6212,7241280
1213,6212,5441170,6212,7242280
1213,6212,5441170,6212,7243280
1213,6212,5441170,6212,7244090
1213,6212,5441170,6212,7245090
1213,6212,5441170,6212,7245740
1213,6212,5441170,6212,7246740
1213,6212,5441170,6212,7247550
1213,6212,5441170,6212,7248140
1213,6212,5441170,6212,7249140
1213,6212,5441170,6212,7249790
1213,6212,5441170,6212,7250790
1213,6212,5441490,6212,7251110
1213,6212,5441490,6212,7251110
1213,6212,5441490,6212,7252110
1213,6212,5441490,6212,7253110
1213,6212,5441490,6212,7254110
1213,6212,5441490,6212,7255110
1213,6212,5441490,6212,7255570
1213,6212,5441490,6212,7256040
1213,6212,5441490,6212,7256850
1213,6212,5441490,6212,7257850
1213,6212,5441490,6212,7258850
1213,6212,5441490,6212,7259660
1213,6212,5441490,6212,7260660
1213,6212,5441490,6212,7261660
1213,6212,5441490,6212,7262660
