ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_nodes,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpu_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-total_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-arrived_gpu_milli
1213,6212,5077680,6212,6099850
1213,6212,5077680,6212,6100660
1213,6212,5077680,6212,6100890
1213,6212,5077680,6212,6101260
1213,6212,5077680,6212,6101260
1213,6212,5077680,6212,6101260
1213,6212,5077680,6212,6101720
1213,6212,5077680,6212,6102190
1213,6212,5077680,6212,6103000
1213,6212,5077680,6212,6103320
1213,6212,5077680,6212,6104130
1213,6212,5077680,6212,6104940
1213,6212,5077680,6212,6105590
1213,6212,5077680,6212,6106400
1213,6212,5077680,6212,6106870
1213,6212,5077680,6212,6107090
1213,6212,5077680,6212,6107900
1213,6212,5077680,6212,6107900
1213,6212,5077680,6212,6108270
1213,6212,5077680,6212,6109080
1213,6212,5077680,6212,6109550
1213,6212,5077680,6212,6110200
1213,6212,5077680,6212,6110670
1213,6212,5077680,6212,6111480
1213,6212,5077680,6212,6111800
1213,6212,5077680,6212,6112450
1213,6212,5077680,6212,6113100
1213,6212,5077680,6212,6113910
1213,6212,5077680,6212,6114380
1213,6212,5077680,6212,6115190
1213,6212,5077680,6212,6115840
1213,6212,5077680,6212,6116160
1213,6212,5077680,6212,6116630
1213,6212,5077680,6212,6117100
1213,6212,5077840,6212,6117260
1213,6212,5077840,6212,6117730
1213,6212,5077840,6212,6118540
1213,6212,5077840,6212,6119010
1213,6212,5077840,6212,6119820
1213,6212,5077840,6212,6120370
1213,6212,5077840,6212,6120960
1213,6212,5077840,6212,6121280
1213,6212,5077840,6212,6121930
1213,6212,5077840,6212,6122740
1213,6212,5077840,6212,6123390
1213,6212,5077840,6212,6123390
1213,6212,5077840,6212,6123860
1213,6212,5077840,6212,6124510
1213,6212,5077840,6212,6124510
1213,6212,5077840,6212,6124980
1213,6212,5077840,6212,6124980
1213,6212,5077840,6212,6124980
1213,6212,5078000,6212,6125140
1213,6212,5078000,6212,6125460
1213,6212,5078000,6212,6126110
1213,6212,5078000,6212,6126920
1213,6212,5078000,6212,6127390
1213,6212,5078000,6212,6127390
1213,6212,5078000,6212,6128200
1213,6212,5078160,6212,6128360
1213,6212,5078160,6212,6128830
1213,6212,5078160,6212,6129300
1213,6212,5078160,6212,6129770
1213,6212,5078160,6212,6130240
1213,6212,5078160,6212,6130470
1213,6212,5078160,6212,6130700
1213,6212,5078160,6212,6131510
1213,6212,5078160,6212,6132320
1213,6212,5078160,6212,6132790
1213,6212,5078160,6212,6132790
1213,6212,5078160,6212,6133110
1213,6212,5078160,6212,6133580
1213,6212,5078160,6212,6134390
1213,6212,5078160,6212,6134710
1213,6212,5078160,6212,6135520
1213,6212,5078160,6212,6135980
1213,6212,5078160,6212,6136450
1213,6212,5078160,6212,6137260
1213,6212,5078160,6212,6138070
1213,6212,5078160,6212,6138660
1213,6212,5078160,6212,6139130
1213,6212,5078160,6212,6139500
1213,6212,5078160,6212,6140310
1213,6212,5078160,6212,6140630
1213,6212,5078160,6212,6140950
1213,6212,5078160,6212,6141170
1213,6212,5078160,6212,6141720
1213,6212,5078160,6212,6141720
1213,6212,5078160,6212,6142530
1213,6212,5078160,6212,6142900
1213,6212,5078320,6212,6143060
1213,6212,5078320,6212,6143530
1213,6212,5078320,6212,6144180
1213,6212,5078320,6212,6144180
1213,6212,5078320,6212,6144650
1213,6212,5078320,6212,6144880
1213,6212,5078320,6212,6145340
1213,6212,5078320,6212,6146150
1213,6212,5078320,6212,6146470
1213,6212,5078320,6212,6146470
1213,6212,5078320,6212,6147120
1213,6212,5078320,6212,6147590
1213,6212,5078320,6212,6148240
1213,6212,5078320,6212,6148710
1213,6212,5078320,6212,6149170
1213,6212,5078320,6212,6149980
1213,6212,5078320,6212,6150790
1213,6212,5078320,6212,6150790
1213,6212,5078320,6212,6151020
1213,6212,5078320,6212,6151490
1213,6212,5078320,6212,6151810
1213,6212,5078320,6212,6152620
1213,6212,5078320,6212,6153430
1213,6212,5078320,6212,6154020
1213,6212,5078320,6212,6154390
1213,6212,5078320,6212,6155200
1213,6212,5078320,6212,6155200
1213,6212,5078320,6212,6155200
1213,6212,5078320,6212,6156010
1213,6212,5078320,6212,6156330
1213,6212,5078320,6212,6157140
1213,6212,5078320,6212,6157950
1213,6212,5078320,6212,6158270
1213,6212,5078320,6212,6159080
1213,6212,5078320,6212,6159540
1213,6212,5078320,6212,6159540
1213,6212,5078320,6212,6160190
1213,6212,5078320,6212,6160650
1213,6212,5078320,6212,6160970
1213,6212,5078320,6212,6161290
1213,6212,5078320,6212,6161770
1213,6212,5078320,6212,6162240
1213,6212,5078320,6212,6162890
1213,6212,5078320,6212,6162890
1213,6212,5078320,6212,6163360
1213,6212,5078320,6212,6164170
1213,6212,5078320,6212,6164820
1213,6212,5078320,6212,6165290
1213,6212,5078320,6212,6165610
1213,6212,5078320,6212,6166080
1213,6212,5078320,6212,6166730
1213,6212,5078320,6212,6167540
1213,6212,5078320,6212,6168350
1213,6212,5078320,6212,6168670
1213,6212,5078320,6212,6169480
1213,6212,5078320,6212,6170290
1213,6212,5078320,6212,6170760
1213,6212,5078320,6212,6171080
1213,6212,5078320,6212,6171550
1213,6212,5078320,6212,6172020
1213,6212,5078320,6212,6172670
1213,6212,5078320,6212,6173480
1213,6212,5078320,6212,6174290
1213,6212,5078320,6212,6174610
1213,6212,5078320,6212,6175080
1213,6212,5078320,6212,6175080
1213,6212,5078320,6212,6175890
1213,6212,5078320,6212,6176360
1213,6212,5078320,6212,6176950
1213,6212,5078320,6212,6177420
1213,6212,5078320,6212,6178230
1213,6212,5078320,6212,6178600
1213,6212,5078320,6212,6178920
1213,6212,5078320,6212,6178920
1213,6212,5078320,6212,6179730
1213,6212,5078320,6212,6180540
1213,6212,5078320,6212,6181010
1213,6212,5078320,6212,6181820
1213,6212,5078320,6212,6182290
1213,6212,5078320,6212,6182290
1213,6212,5078320,6212,6183100
1213,6212,5078320,6212,6183570
1213,6212,5078320,6212,6183890
1213,6212,5078320,6212,6184700
1213,6212,5078320,6212,6185170
1213,6212,5078320,6212,6185170
1213,6212,5078480,6212,6185330
1213,6212,5078480,6212,6185800
1213,6212,5078480,6212,6186030
1213,6212,5078480,6212,6186490
1213,6212,5078480,6212,6187300
1213,6212,5078480,6212,6188110
1213,6212,5078480,6212,6188340
1213,6212,5078480,6212,6188340
1213,6212,5078480,6212,6189150
1213,6212,5078480,6212,6189470
1213,6212,5078480,6212,6189940
1213,6212,5078480,6212,6190160
1213,6212,5078480,6212,6190620
1213,6212,5078480,6212,6191270
1213,6212,5078480,6212,6191590
1213,6212,5078480,6212,6191590
1213,6212,5078480,6212,6192060
1213,6212,5078480,6212,6192060
1213,6212,5078480,6212,6192290
1213,6212,5078480,6212,6192760
1213,6212,5078480,6212,6193570
1213,6212,5078480,6212,6194120
1213,6212,5078480,6212,6194930
1213,6212,5078480,6212,6195390
1213,6212,5078480,6212,6195860
1213,6212,5078480,6212,6195860
1213,6212,5078480,6212,6195860
1213,6212,5078480,6212,6196330
1213,6212,5078480,6212,6196800
1213,6212,5078480,6212,6197610
1213,6212,5078480,6212,6198420
1213,6212,5078480,6212,6198420
1213,6212,5078480,6212,6199230
1213,6212,5078480,6212,6200040
1213,6212,5078480,6212,6200850
1213,6212,5078800,6212,6201170
1213,6212,5078800,6212,6201980
1213,6212,5078800,6212,6202300
1213,6212,5078800,6212,6203110
1213,6212,5078800,6212,6203920
1213,6212,5078800,6212,6204390
1213,6212,5078800,6212,6205200
1213,6212,5078800,6212,6206010
1213,6212,5078800,6212,6206380
1213,6212,5078800,6212,6206700
1213,6212,5078800,6212,6207510
1213,6212,5078800,6212,6207980
1213,6212,5078800,6212,6208790
1213,6212,5078800,6212,6209260
1213,6212,5078800,6212,6210070
1213,6212,5078800,6212,6210540
1213,6212,5078800,6212,6211350
1213,6212,5078800,6212,6212000
1213,6212,5078800,6212,6212810
1213,6212,5078800,6212,6213460
1213,6212,5078800,6212,6213460
1213,6212,5078800,6212,6214270
1213,6212,5078800,6212,6214920
1213,6212,5078800,6212,6215730
1213,6212,5078800,6212,6215730
1213,6212,5078800,6212,6216200
1213,6212,5078800,6212,6216520
1213,6212,5078800,6212,6216990
1213,6212,5078800,6212,6217460
1213,6212,5078800,6212,6217690
1213,6212,5078800,6212,6218160
1213,6212,5078800,6212,6218970
1213,6212,5078800,6212,6219780
1213,6212,5078800,6212,6220100
1213,6212,5078800,6212,6220570
1213,6212,5078800,6212,6220890
1213,6212,5078800,6212,6221480
1213,6212,5078800,6212,6221480
1213,6212,5078800,6212,6221950
1213,6212,5078800,6212,6221950
1213,6212,5078800,6212,6221950
1213,6212,5078800,6212,6222760
1213,6212,5078800,6212,6222760
1213,6212,5078800,6212,6222760
1213,6212,5078800,6212,6222990
1213,6212,5078800,6212,6222990
1213,6212,5078800,6212,6223800
1213,6212,5078800,6212,6224610
1213,6212,5078800,6212,6225260
1213,6212,5078800,6212,6226070
1213,6212,5078800,6212,6226880
1213,6212,5078800,6212,6226880
1213,6212,5078800,6212,6226880
1213,6212,5078800,6212,6226880
1213,6212,5078800,6212,6227690
1213,6212,5078800,6212,6228010
1213,6212,5078800,6212,6228600
1213,6212,5078800,6212,6228920
1213,6212,5078800,6212,6228920
1213,6212,5078800,6212,6228920
1213,6212,5078800,6212,6229570
1213,6212,5078800,6212,6230030
1213,6212,5078800,6212,6230840
1213,6212,5078800,6212,6231650
1213,6212,5078800,6212,6232460
1213,6212,5078800,6212,6232460
1213,6212,5078800,6212,6233270
1213,6212,5078800,6212,6233270
1213,6212,5078800,6212,6233590
1213,6212,5078800,6212,6233960
1213,6212,5078800,6212,6234280
1213,6212,5078800,6212,6234280
1213,6212,5078800,6212,6234750
1213,6212,5078800,6212,6235070
1213,6212,5078800,6212,6235540
1213,6212,5078800,6212,6236350
1213,6212,5078800,6212,6236580
1213,6212,5078800,6212,6236900
1213,6212,5078800,6212,6237370
1213,6212,5078800,6212,6237690
1213,6212,5078800,6212,6238340
1213,6212,5078800,6212,6238990
1213,6212,5078800,6212,6239460
1213,6212,5078800,6212,6240270
1213,6212,5078800,6212,6240740
1213,6212,5078800,6212,6241550
1213,6212,5078800,6212,6241820
1213,6212,5078800,6212,6241820
1213,6212,5078800,6212,6242630
1213,6212,5078800,6212,6243440
1213,6212,5078800,6212,6244250
1213,6212,5078800,6212,6245060
1213,6212,5079120,6212,6245380
1213,6212,5079120,6212,6246190
1213,6212,5079120,6212,6246190
1213,6212,5079120,6212,6246660
1213,6212,5079120,6212,6246890
1213,6212,5079120,6212,6247370
1213,6212,5079120,6212,6247600
1213,6212,5079120,6212,6248250
1213,6212,5079120,6212,6248470
1213,6212,5079120,6212,6249120
1213,6212,5079120,6212,6249930
1213,6212,5079120,6212,6250250
1213,6212,5079120,6212,6251060
1213,6212,5079120,6212,6251530
1213,6212,5079120,6212,6252000
1213,6212,5079120,6212,6252320
1213,6212,5079120,6212,6252910
1213,6212,5079120,6212,6253380
1213,6212,5079120,6212,6253850
1213,6212,5079120,6212,6253850
1213,6212,5079120,6212,6254170
1213,6212,5079120,6212,6254980
1213,6212,5079120,6212,6255790
1213,6212,5079120,6212,6256600
1213,6212,5079120,6212,6256920
1213,6212,5079120,6212,6257240
1213,6212,5079120,6212,6258050
1213,6212,5079120,6212,6258860
1213,6212,5079120,6212,6258860
1213,6212,5079120,6212,6259670
1213,6212,5079120,6212,6260480
1213,6212,5079120,6212,6260950
1213,6212,5079120,6212,6261420
1213,6212,5079120,6212,6261420
1213,6212,5079120,6212,6262230
1213,6212,5079120,6212,6263040
1213,6212,5079120,6212,6263360
1213,6212,5079120,6212,6264010
1213,6212,5079120,6212,6264010
1213,6212,5079120,6212,6264660
1213,6212,5079120,6212,6265310
1213,6212,5079120,6212,6266120
1213,6212,5079120,6212,6266440
1213,6212,5079120,6212,6266910
1213,6212,5079120,6212,6266910
1213,6212,5079120,6212,6266910
1213,6212,5079120,6212,6266910
1213,6212,5079120,6212,6266910
1213,6212,5079120,6212,6267230
1213,6212,5079120,6212,6268040
1213,6212,5079120,6212,6268360
1213,6212,5079120,6212,6268830
1213,6212,5079120,6212,6268830
1213,6212,5079120,6212,6269640
1213,6212,5079120,6212,6270110
1213,6212,5079120,6212,6270110
1213,6212,5079120,6212,6270580
1213,6212,5079120,6212,6271390
1213,6212,5079120,6212,6271620
1213,6212,5079120,6212,6271620
1213,6212,5079120,6212,6272430
1213,6212,5079120,6212,6272430
1213,6212,5079120,6212,6272900
1213,6212,5079120,6212,6273370
1213,6212,5079120,6212,6273840
1213,6212,5079120,6212,6273840
1213,6212,5079120,6212,6274160
1213,6212,5079120,6212,6274160
1213,6212,5079120,6212,6274970
1213,6212,5079120,6212,6275440
1213,6212,5079120,6212,6275910
1213,6212,5079120,6212,6276720
1213,6212,5079120,6212,6277190
1213,6212,5079120,6212,6277840
1213,6212,5079120,6212,6278060
1213,6212,5079120,6212,6278710
1213,6212,5079120,6212,6279180
1213,6212,5079120,6212,6279830
1213,6212,5079120,6212,6280050
1213,6212,5079120,6212,6280860
1213,6212,5079440,6212,6281180
1213,6212,5079440,6212,6281640
1213,6212,5079440,6212,6282450
1213,6212,5079440,6212,6282450
1213,6212,5079440,6212,6283260
1213,6212,5079440,6212,6283730
1213,6212,5079440,6212,6284200
1213,6212,5079440,6212,6284670
1213,6212,5079440,6212,6285480
1213,6212,5079440,6212,6285710
1213,6212,5079440,6212,6286180
1213,6212,5079440,6212,6286650
1213,6212,5079440,6212,6286650
1213,6212,5079440,6212,6286650
1213,6212,5079440,6212,6287460
1213,6212,5079440,6212,6288270
1213,6212,5079440,6212,6289080
1213,6212,5079440,6212,6289300
1213,6212,5079440,6212,6289630
1213,6212,5079440,6212,6290440
1213,6212,5079440,6212,6291090
1213,6212,5079440,6212,6291560
1213,6212,5079440,6212,6292370
1213,6212,5079440,6212,6292690
1213,6212,5079440,6212,6293340
1213,6212,5079440,6212,6293340
1213,6212,5079440,6212,6293810
1213,6212,5079440,6212,6294280
1213,6212,5079440,6212,6294510
1213,6212,5079440,6212,6294980
1213,6212,5079440,6212,6295790
1213,6212,5079440,6212,6295790
1213,6212,5079440,6212,6296110
1213,6212,5079440,6212,6296920
1213,6212,5079440,6212,6297730
1213,6212,5079440,6212,6298540
1213,6212,5079440,6212,6298760
1213,6212,5079440,6212,6299230
1213,6212,5079440,6212,6300040
1213,6212,5079440,6212,6300850
1213,6212,5079440,6212,6300850
1213,6212,5079440,6212,6301320
1213,6212,5079440,6212,6301320
1213,6212,5079440,6212,6301970
1213,6212,5079440,6212,6302190
1213,6212,5079440,6212,6302660
1213,6212,5079440,6212,6303470
1213,6212,5079440,6212,6303790
1213,6212,5079760,6212,6304110
1213,6212,5079760,6212,6304580
1213,6212,5079760,6212,6305390
1213,6212,5079760,6212,6305860
1213,6212,5079760,6212,6305860
1213,6212,5079760,6212,6306330
1213,6212,5079760,6212,6307140
1213,6212,5079760,6212,6307950
1213,6212,5079760,6212,6308760
1213,6212,5079760,6212,6308760
1213,6212,5079760,6212,6309570
1213,6212,5079760,6212,6310120
1213,6212,5079760,6212,6310930
1213,6212,5079760,6212,6310930
1213,6212,5079760,6212,6311400
1213,6212,5079760,6212,6311720
1213,6212,5079760,6212,6312190
1213,6212,5079760,6212,6312190
1213,6212,5079760,6212,6313000
1213,6212,5079760,6212,6313810
1213,6212,5079870,6212,6313920
1213,6212,5079870,6212,6314380
1213,6212,5079870,6212,6314600
1213,6212,5079870,6212,6315190
1213,6212,5079870,6212,6315660
1213,6212,5079870,6212,6316120
1213,6212,5079870,6212,6316440
1213,6212,5079870,6212,6317090
1213,6212,5079870,6212,6317560
1213,6212,5079870,6212,6318110
1213,6212,5079870,6212,6318110
1213,6212,5079870,6212,6318430
1213,6212,5079870,6212,6318750
1213,6212,5079870,6212,6318980
1213,6212,5079870,6212,6319790
1213,6212,5080030,6212,6319950
1213,6212,5080030,6212,6320410
1213,6212,5080030,6212,6320410
1213,6212,5080030,6212,6320630
1213,6212,5080030,6212,6320950
1213,6212,5080030,6212,6321420
1213,6212,5080030,6212,6322070
1213,6212,5080030,6212,6322540
1213,6212,5080030,6212,6323350
1213,6212,5080030,6212,6323820
1213,6212,5080030,6212,6323820
1213,6212,5080030,6212,6324630
1213,6212,5080030,6212,6324630
1213,6212,5080030,6212,6324950
1213,6212,5080030,6212,6325500
1213,6212,5080030,6212,6326310
1213,6212,5080030,6212,6326770
1213,6212,5080030,6212,6327240
1213,6212,5080030,6212,6328050
1213,6212,5080030,6212,6328520
1213,6212,5080030,6212,6328520
1213,6212,5080030,6212,6328750
1213,6212,5080030,6212,6329560
1213,6212,5080030,6212,6329560
1213,6212,5080030,6212,6330370
1213,6212,5080030,6212,6330740
1213,6212,5080030,6212,6331390
1213,6212,5080190,6212,6331550
1213,6212,5080190,6212,6332140
1213,6212,5080190,6212,6332610
1213,6212,5080190,6212,6333080
1213,6212,5080190,6212,6333540
1213,6212,5080190,6212,6333540
1213,6212,5080190,6212,6333540
1213,6212,5080190,6212,6333540
1213,6212,5080190,6212,6334190
1213,6212,5080190,6212,6334740
1213,6212,5080190,6212,6335060
1213,6212,5080190,6212,6335520
1213,6212,5080190,6212,6336330
1213,6212,5080190,6212,6337140
1213,6212,5080190,6212,6337950
1213,6212,5080190,6212,6338600
1213,6212,5080190,6212,6339410
1213,6212,5080190,6212,6339410
1213,6212,5080190,6212,6340220
1213,6212,5080190,6212,6340690
1213,6212,5080190,6212,6341500
1213,6212,5080190,6212,6342150
1213,6212,5080190,6212,6342150
1213,6212,5080190,6212,6342380
1213,6212,5080190,6212,6342850
1213,6212,5080190,6212,6343320
1213,6212,5080190,6212,6344130
1213,6212,5080190,6212,6344940
1213,6212,5080190,6212,6345410
1213,6212,5080190,6212,6345880
1213,6212,5080190,6212,6345880
1213,6212,5080190,6212,6346530
1213,6212,5080190,6212,6346530
1213,6212,5080190,6212,6346990
1213,6212,5080190,6212,6347460
1213,6212,5080190,6212,6348110
1213,6212,5080190,6212,6348760
1213,6212,5080190,6212,6348760
1213,6212,5080190,6212,6349230
1213,6212,5080190,6212,6349700
1213,6212,5080190,6212,6350070
1213,6212,5080190,6212,6350880
1213,6212,5080190,6212,6351690
1213,6212,5080190,6212,6352500
1213,6212,5080190,6212,6352970
1213,6212,5080190,6212,6353430
1213,6212,5080190,6212,6354240
1213,6212,5080190,6212,6354240
1213,6212,5080190,6212,6355050
1213,6212,5080190,6212,6355860
1213,6212,5080190,6212,6356670
1213,6212,5080190,6212,6357140
1213,6212,5080190,6212,6357950
1213,6212,5080190,6212,6358420
1213,6212,5080190,6212,6358420
1213,6212,5080190,6212,6359230
1213,6212,5080190,6212,6359550
1213,6212,5080190,6212,6359870
1213,6212,5080190,6212,6360680
1213,6212,5080190,6212,6360680
1213,6212,5080190,6212,6360900
1213,6212,5080190,6212,6361710
1213,6212,5080190,6212,6361710
1213,6212,5080190,6212,6362520
1213,6212,5080190,6212,6362520
1213,6212,5080190,6212,6362840
1213,6212,5080190,6212,6363310
1213,6212,5080190,6212,6364120
1213,6212,5080190,6212,6364930
1213,6212,5080190,6212,6365390
1213,6212,5080190,6212,6365710
1213,6212,5080190,6212,6366360
1213,6212,5080190,6212,6366820
1213,6212,5080190,6212,6367470
1213,6212,5080190,6212,6368280
1213,6212,5080190,6212,6368740
1213,6212,5080190,6212,6369210
1213,6212,5080190,6212,6369680
1213,6212,5080190,6212,6370490
1213,6212,5080190,6212,6370810
1213,6212,5080190,6212,6371460
1213,6212,5080190,6212,6372270
1213,6212,5080190,6212,6372270
1213,6212,5080190,6212,6372920
1213,6212,5080190,6212,6373390
1213,6212,5080190,6212,6373860
1213,6212,5080190,6212,6374670
1213,6212,5080190,6212,6374670
1213,6212,5080300,6212,6374780
1213,6212,5080300,6212,6374780
1213,6212,5080300,6212,6375590
1213,6212,5080300,6212,6375910
1213,6212,5080300,6212,6376380
1213,6212,5080300,6212,6377190
1213,6212,5080300,6212,6378000
1213,6212,5080300,6212,6378230
1213,6212,5080300,6212,6379040
1213,6212,5080300,6212,6379850
1213,6212,5080300,6212,6380660
1213,6212,5080300,6212,6381470
1213,6212,5080300,6212,6382280
1213,6212,5080300,6212,6382750
1213,6212,5080300,6212,6383560
1213,6212,5080300,6212,6384370
1213,6212,5080300,6212,6384920
1213,6212,5080300,6212,6385730
1213,6212,5080300,6212,6386540
1213,6212,5080300,6212,6386540
1213,6212,5080300,6212,6387350
1213,6212,5080300,6212,6387580
1213,6212,5080300,6212,6388390
1213,6212,5080300,6212,6388390
1213,6212,5080300,6212,6389200
1213,6212,5080300,6212,6389670
1213,6212,5080300,6212,6390040
1213,6212,5080300,6212,6390360
1213,6212,5080300,6212,6391170
1213,6212,5080300,6212,6391640
1213,6212,5080300,6212,6392290
1213,6212,5080300,6212,6393100
1213,6212,5080300,6212,6393910
1213,6212,5080300,6212,6394230
1213,6212,5080300,6212,6394550
1213,6212,5080300,6212,6394770
1213,6212,5080300,6212,6395360
1213,6212,5080300,6212,6396170
1213,6212,5080300,6212,6396170
1213,6212,5080300,6212,6396980
1213,6212,5080300,6212,6397450
1213,6212,5080300,6212,6397450
1213,6212,5080300,6212,6398260
1213,6212,5080300,6212,6398730
1213,6212,5080300,6212,6399540
1213,6212,5080300,6212,6400010
1213,6212,5080300,6212,6400560
1213,6212,5080300,6212,6400560
1213,6212,5080300,6212,6401030
1213,6212,5080300,6212,6401260
1213,6212,5080300,6212,6401910
1213,6212,5080300,6212,6402720
1213,6212,5080300,6212,6402720
1213,6212,5080300,6212,6403530
1213,6212,5080300,6212,6404340
1213,6212,5080300,6212,6405150
1213,6212,5080300,6212,6405620
1213,6212,5080300,6212,6406430
1213,6212,5080300,6212,6406900
1213,6212,5080300,6212,6407370
1213,6212,5080300,6212,6407690
1213,6212,5080300,6212,6408500
1213,6212,5080300,6212,6408500
1213,6212,5080300,6212,6408720
1213,6212,5080300,6212,6409190
1213,6212,5080300,6212,6409190
1213,6212,5080300,6212,6409190
1213,6212,5080300,6212,6410000
1213,6212,5080300,6212,6410000
1213,6212,5080300,6212,6410000
1213,6212,5080300,6212,6410590
1213,6212,5080300,6212,6411060
1213,6212,5080300,6212,6411710
1213,6212,5080300,6212,6411710
1213,6212,5080300,6212,6412180
1213,6212,5080300,6212,6412180
1213,6212,5080300,6212,6412650
1213,6212,5080300,6212,6413120
1213,6212,5080300,6212,6413580
1213,6212,5080300,6212,6414390
1213,6212,5080300,6212,6414390
1213,6212,5080300,6212,6414870
1213,6212,5080300,6212,6415340
1213,6212,5080300,6212,6415660
1213,6212,5080300,6212,6415980
1213,6212,5080300,6212,6416790
1213,6212,5080300,6212,6417020
1213,6212,5080300,6212,6417830
1213,6212,5080300,6212,6418640
1213,6212,5080300,6212,6418960
1213,6212,5080300,6212,6419280
1213,6212,5080300,6212,6419750
1213,6212,5080300,6212,6420220
1213,6212,5080300,6212,6420690
1213,6212,5080300,6212,6421500
1213,6212,5080300,6212,6421500
1213,6212,5080300,6212,6421820
1213,6212,5080300,6212,6422630
1213,6212,5080300,6212,6423100
1213,6212,5080300,6212,6423570
1213,6212,5080300,6212,6424220
1213,6212,5080300,6212,6425030
1213,6212,5080300,6212,6425500
1213,6212,5080300,6212,6425970
1213,6212,5080300,6212,6425970
1213,6212,5080300,6212,6425970
1213,6212,5080300,6212,6426780
1213,6212,5080300,6212,6427590
1213,6212,5080300,6212,6428400
1213,6212,5080460,6212,6428560
1213,6212,5080460,6212,6429110
1213,6212,5080460,6212,6429920
1213,6212,5080460,6212,6429920
1213,6212,5080460,6212,6430240
1213,6212,5080620,6212,6430400
1213,6212,5080620,6212,6430400
1213,6212,5080620,6212,6430870
1213,6212,5080620,6212,6431100
1213,6212,5080620,6212,6431910
1213,6212,5080620,6212,6431910
1213,6212,5080620,6212,6432720
1213,6212,5080620,6212,6433370
1213,6212,5080620,6212,6434020
1213,6212,5080620,6212,6434020
1213,6212,5080620,6212,6434020
1213,6212,5080620,6212,6434830
1213,6212,5080620,6212,6435640
1213,6212,5080620,6212,6435960
1213,6212,5080620,6212,6436770
1213,6212,5080620,6212,6436770
1213,6212,5080620,6212,6436770
1213,6212,5080620,6212,6437580
1213,6212,5080620,6212,6438050
1213,6212,5080620,6212,6438530
1213,6212,5080620,6212,6439340
1213,6212,5080620,6212,6439340
1213,6212,5080620,6212,6439660
1213,6212,5080620,6212,6440310
1213,6212,5080620,6212,6440630
1213,6212,5080620,6212,6440630
1213,6212,5080620,6212,6441100
1213,6212,5080620,6212,6441650
1213,6212,5080620,6212,6441650
1213,6212,5080620,6212,6442460
1213,6212,5080620,6212,6443110
1213,6212,5080620,6212,6443580
1213,6212,5080620,6212,6443900
1213,6212,5080620,6212,6443900
1213,6212,5080620,6212,6444370
1213,6212,5080620,6212,6444840
1213,6212,5080620,6212,6445310
1213,6212,5080620,6212,6446120
1213,6212,5080620,6212,6446440
1213,6212,5080620,6212,6447250
1213,6212,5080620,6212,6447520
1213,6212,5080620,6212,6448170
1213,6212,5080620,6212,6448820
1213,6212,5080780,6212,6448980
1213,6212,5080780,6212,6449630
1213,6212,5080780,6212,6450100
1213,6212,5080780,6212,6450470
1213,6212,5080780,6212,6450940
1213,6212,5080780,6212,6451410
1213,6212,5080780,6212,6452060
1213,6212,5080780,6212,6452710
1213,6212,5080780,6212,6453180
1213,6212,5080780,6212,6453990
1213,6212,5080780,6212,6454360
1213,6212,5080780,6212,6454360
1213,6212,5080780,6212,6454830
1213,6212,5080780,6212,6455640
1213,6212,5080780,6212,6456450
1213,6212,5080780,6212,6456920
1213,6212,5080780,6212,6457240
1213,6212,5080780,6212,6458050
1213,6212,5080780,6212,6458280
1213,6212,5080780,6212,6458740
1213,6212,5080780,6212,6459210
1213,6212,5080780,6212,6460020
1213,6212,5080780,6212,6460670
1213,6212,5080780,6212,6461220
1213,6212,5080780,6212,6461690
1213,6212,5080780,6212,6462010
1213,6212,5080780,6212,6462480
1213,6212,5080780,6212,6462960
1213,6212,5080780,6212,6463180
1213,6212,5080780,6212,6463990
1213,6212,5080780,6212,6464640
1213,6212,5080780,6212,6465110
1213,6212,5080780,6212,6465430
1213,6212,5080780,6212,6466240
1213,6212,5080780,6212,6466830
1213,6212,5080780,6212,6466830
1213,6212,5080780,6212,6467300
1213,6212,5080780,6212,6468110
1213,6212,5080780,6212,6468920
1213,6212,5080780,6212,6469380
1213,6212,5080940,6212,6469540
1213,6212,5080940,6212,6470010
1213,6212,5080940,6212,6470330
1213,6212,5080940,6212,6470800
1213,6212,5080940,6212,6471120
1213,6212,5080940,6212,6471930
1213,6212,5080940,6212,6472400
1213,6212,5080940,6212,6473210
1213,6212,5080940,6212,6474020
1213,6212,5080940,6212,6474020
1213,6212,5080940,6212,6474250
1213,6212,5080940,6212,6474250
1213,6212,5080940,6212,6474720
1213,6212,5080940,6212,6474950
1213,6212,5080940,6212,6475420
1213,6212,5081100,6212,6475580
1213,6212,5081100,6212,6476130
1213,6212,5081100,6212,6476350
1213,6212,5081100,6212,6476940
1213,6212,5081100,6212,6477750
